epoch	batch	iter	loss	lr
12	20	16542	0.17601966485381126	0.0006400000000000002
12	40	16562	0.16332741566002368	0.0006400000000000002
12	60	16582	0.16524701416492463	0.0006400000000000002
12	80	16602	0.16056978590786458	0.0006400000000000002
12	100	16622	0.17803635820746422	0.0006400000000000002
12	120	16642	0.17409865297377108	0.0006400000000000002
12	140	16662	0.1734249047935009	0.0006400000000000002
12	160	16682	0.17721663117408754	0.0006400000000000002
12	180	16702	0.163340425491333	0.0006400000000000002
12	200	16722	0.16012651324272156	0.0006400000000000002
12	220	16742	0.16826099753379822	0.0006400000000000002
12	240	16762	0.17289853766560553	0.0006400000000000002
12	260	16782	0.17166951037943362	0.0006400000000000002
12	280	16802	0.1820601999759674	0.0006400000000000002
12	300	16822	0.1668499305844307	0.0006400000000000002
12	320	16842	0.17244341485202314	0.0006400000000000002
12	340	16862	0.17070087976753712	0.0006400000000000002
12	360	16882	0.16966370418667792	0.0006400000000000002
12	380	16902	0.16404823139309882	0.0006400000000000002
12	400	16922	0.16986265480518342	0.0006400000000000002
12	420	16942	0.1831087674945593	0.0006400000000000002
12	440	16962	0.1822456069290638	0.0006400000000000002
12	460	16982	0.18432955518364907	0.0006400000000000002
12	480	17002	0.175935560464859	0.0006400000000000002
12	500	17022	0.17823033407330513	0.0006400000000000002
12	520	17042	0.1826662089675665	0.0006400000000000002
12	540	17062	0.16566100381314755	0.0006400000000000002
12	560	17082	0.14713560976088047	0.0006400000000000002
12	580	17102	0.1825827904045582	0.0006400000000000002
12	600	17122	0.17835755236446857	0.0006400000000000002
12	620	17142	0.15293837301433086	0.0006400000000000002
12	640	17162	0.16861780509352683	0.0006400000000000002
12	660	17182	0.18124464228749276	0.0006400000000000002
12	680	17202	0.17053408846259116	0.0006400000000000002
12	700	17222	0.17148879095911979	0.0006400000000000002
12	720	17242	0.17124605029821396	0.0006400000000000002
12	740	17262	0.17290966100990773	0.0006400000000000002
12	760	17282	0.17440041825175284	0.0006400000000000002
12	780	17302	0.1653959933668375	0.0006400000000000002
12	800	17322	0.15763990990817547	0.0006400000000000002
12	820	17342	0.1709804531186819	0.0006400000000000002
12	840	17362	0.16570828557014466	0.0006400000000000002
12	860	17382	0.17651506438851355	0.0006400000000000002
12	880	17402	0.16236217617988585	0.0006400000000000002
12	900	17422	0.1755126267671585	0.0006400000000000002
12	920	17442	0.16423035897314547	0.0006400000000000002
12	940	17462	0.1598431684076786	0.0006400000000000002
12	960	17482	0.16661707758903505	0.0006400000000000002
12	980	17502	0.1766207292675972	0.0006400000000000002
12	1000	17522	0.15806198120117188	0.0006400000000000002
12	1020	17542	0.17959853634238243	0.0006400000000000002
12	1040	17562	0.1588840689510107	0.0006400000000000002
12	1060	17582	0.1665222320705652	0.0006400000000000002
12	1080	17602	0.17898299396038056	0.0006400000000000002
12	1100	17622	0.17171676754951476	0.0006400000000000002
12	1120	17642	0.1495914828032255	0.0006400000000000002
12	1140	17662	0.1635188739746809	0.0006400000000000002
12	1160	17682	0.17206450179219246	0.0006400000000000002
12	1180	17702	0.1624642200767994	0.0006400000000000002
12	1200	17722	0.17284278869628905	0.0006400000000000002
12	1220	17742	0.1767119325697422	0.0006400000000000002
12	1240	17762	0.16734278798103333	0.0006400000000000002
12	1260	17782	0.1656042966991663	0.0006400000000000002
12	1280	17802	0.17487990334630013	0.0006400000000000002
12	1300	17822	0.16682720519602298	0.0006400000000000002
12	1320	17842	0.16624100282788276	0.0006400000000000002
12	1340	17862	0.16766584180295468	0.0006400000000000002
12	1360	17882	0.15307688266038894	0.0006400000000000002
12	1380	17902	0.16787697710096836	0.0006400000000000002
12	1400	17922	0.17707572504878044	0.0006400000000000002
12	1420	17942	0.17981719300150872	0.0006400000000000002
12	1440	17962	0.16844704039394856	0.0006400000000000002
12	1460	17982	0.17005841583013534	0.0006400000000000002
12	1480	18002	0.17123492062091827	0.0006400000000000002
12	1500	18022	0.17511478066444397	0.0006400000000000002
